ece592_latency_selection_format_version=1
selection_purpose=8.2.5_hit_latency_distribution_evidence
cache_boundary_labels_assigned=false
timer_overhead_subtracted=false
source_processed_capacity_file=/mnt/ncsudrive/d/djariwa/ECE-592---Cache-Reverse-Engineering/data_processed/artemisia/capacity/phase1_capacity_dense_transition_randomized_v3.tsv
source_processed_capacity_sha256=e2d16ca31e73cbcc811aca009b88d76fe6a04741de83b1c960f1736cea5fd76d
source_capacity_evidence_file=/mnt/ncsudrive/d/djariwa/ECE-592---Cache-Reverse-Engineering/data_processed/artemisia/capacity/phase1_capacity_evidence_summary_v3.tsv
source_capacity_evidence_sha256=16b674a3d4356e49da306af938c1be0855a7aa0b41786fb0c428fb637ca0ea8e
source_raw_hostname=artemisia.ece.ncsu.edu
source_raw_isa=x86_64
source_raw_timer_unit=TSC ticks
source_raw_traversal=randomized-dependent-single-cycle
source_raw_timed_sample_count=1000000
source_evidence_scope=coarse_and_dense_randomized_dependent_pointer_chasing
selection_rule=nearest measured points below near and above each refined timing boundary
selection_script=/mnt/ncsudrive/d/djariwa/ECE-592---Cache-Reverse-Engineering/scripts/select_latency_points.py
selection_command=scripts/select_latency_points.py --processed-capacity data_processed/artemisia/capacity/phase1_capacity_dense_transition_randomized_v3.tsv --capacity-evidence data_processed/artemisia/capacity/phase1_capacity_evidence_summary_v3.tsv --top-count 6 --output data_processed/artemisia/latency/phase1_hit_latency_representatives_v1.tsv
selection_working_directory=/mnt/ncsudrive/d/djariwa/ECE-592---Cache-Reverse-Engineering
python_version=3.9.25
selected_point_count=24
data_begin
evidence_rank	dense_refined_interval_bytes	dense_support_status	point_role	actual_span_bytes	trial	raw_filename	raw_sha256	timed_sample_count	dependent_accesses_per_sample	elapsed_raw_ticks_per_access_unadjusted_mean	elapsed_raw_ticks_per_access_unadjusted_population_stddev	elapsed_raw_ticks_per_access_unadjusted_minimum	elapsed_raw_ticks_per_access_unadjusted_p05	elapsed_raw_ticks_per_access_unadjusted_q1	elapsed_raw_ticks_per_access_unadjusted_median	elapsed_raw_ticks_per_access_unadjusted_q3	elapsed_raw_ticks_per_access_unadjusted_p95	elapsed_raw_ticks_per_access_unadjusted_maximum	elapsed_raw_ticks_per_access_unadjusted_outlier_count	timer_overhead_raw_ticks_median
3	61176..65544	moderate-measured-jump	near_refined_upper_edge	65544	0	artemisia_capacity_trial000_exec0039_plot0011_span00000000000000065544_seed04497444265803691637.tsv	f2e7a00f0314ab07a4f54191214a23d622f13324d1f13e0774717630051001bb	1000000	256	8.9518462500003064	10.839761347222792	7.4453125	8.140625	8.453125	8.6953125	8.9453125	10.8671875	8349.1484375	83579	62
3	61176..65544	moderate-measured-jump	above_refined_interval	68272	0	artemisia_capacity_trial000_exec0025_plot0013_span00000000000000068272_seed12278224142265347217.tsv	e854e6b5da1d81c2885e49f2d8f51ca54a5af603a9d8423f0960d7a5d33444e7	1000000	256	9.361469179688017	2.0446779175086314	7.5546875	8.4375	8.8359375	9.0859375	9.359375	11.640625	544.4375	113640	62
4	49160..52440	strong-measured-jump	below_refined_interval	48064	1	artemisia_capacity_trial001_exec0031_plot0004_span00000000000000048064_seed17961719287260915519.tsv	1d966979add9ad1145ef5db95e822f9ceff7156634d1107963f0a25471c3cdc2	1000000	256	6.1578910703123135	1.9331698910916759	5.28125	5.3984375	5.484375	5.5625	5.7109375	9.6015625	537.4375	204187	62
4	49160..52440	strong-measured-jump	near_refined_lower_edge	49160	0	artemisia_capacity_trial000_exec0011_plot0005_span00000000000000049160_seed11829703461821387248.tsv	9dadca307ec8c984a9b6d0c7ccb9fc4dd72684cf6953f3bd19fafebe5ff96ac2	1000000	256	6.476763304687525	2.0944987227687162	5.28125	5.40625	5.4921875	5.59375	7.1015625	9.9375	568.4765625	81503	62
4	49160..52440	strong-measured-jump	near_refined_upper_edge	52440	0	artemisia_capacity_trial000_exec0048_plot0006_span00000000000000052440_seed15979999507515246546.tsv	fb9836646ffc20f5959b2affb2384e3a4987fadd2aee13a30912b289ccc6e43c	1000000	256	6.9967620390622054	1.805828355656721	5.546875	6.0390625	6.2421875	6.4140625	6.78125	10.296875	472.375	204594	62
4	49160..52440	strong-measured-jump	above_refined_interval	54616	0	artemisia_capacity_trial000_exec0052_plot0007_span00000000000000054616_seed01703645676218860908.tsv	e41e63cc97ee7b7be5b2ac9127f326830944c516b150cd479e04de29c54755a1	1000000	256	7.2655788437499362	1.7701773556076501	5.8984375	6.4453125	6.6796875	6.8828125	7.171875	10.03125	466.3125	146982	62
5	2796208..2936016	strong-measured-jump	below_refined_interval	2726296	1	artemisia_capacity_trial001_exec0002_plot0024_span00000000000002726296_seed09177820816851369818.tsv	4dc86a17b37fd47562214c2e5d24635a16b5e45cb9120441a14cbfdb50f82c39	1000000	256	30.992892210937836	3.7534349759329282	24.640625	28.328125	29.7265625	30.734375	31.8046875	33.8671875	1023.9453125	32085	62
5	2796208..2936016	strong-measured-jump	near_refined_lower_edge	2796208	0	artemisia_capacity_trial000_exec0003_plot0025_span00000000000002796208_seed08087765981179554486.tsv	7bcfec74edf61b1f5373beb26e6447a692be6f4cc44c46b17a1829d51f33b367	1000000	256	32.143429164063086	26.538322688084719	24.65625	29.4609375	30.8671875	31.875	32.9375	34.921875	24839.5546875	31142	62
5	2796208..2936016	strong-measured-jump	near_refined_upper_edge	2936016	0	artemisia_capacity_trial000_exec0038_plot0026_span00000000000002936016_seed07562070366073507192.tsv	1f5c9f65d16debf7669c1f0967c9190ad8bf676214ebc0d18f5c473c51adad59	1000000	256	34.927311367185169	26.4258150348209	27.484375	31.7109375	33.296875	34.5078125	35.9375	38.796875	24664.8359375	26229	62
5	2796208..2936016	strong-measured-jump	above_refined_interval	3075832	0	artemisia_capacity_trial000_exec0016_plot0027_span00000000000003075832_seed00761960234689383950.tsv	d8e4b711d887eb135a8e6500ffcfe34bdb1e953137890ba3b6d4389889df70bf	1000000	256	41.258487609374654	24.036875919138335	34.1171875	38.359375	39.890625	40.9609375	42.078125	44.1171875	16776	28852	62
6	24606592..26843552	strong-measured-jump	below_refined_interval	22369624	1	artemisia_capacity_trial001_exec0037_plot0038_span00000000000022369624_seed09749191893254586887.tsv	25e245e19ac4f787d12682d57e1163b57d7fa6a4b0a4ef6bedd827da71d0585f	1000000	256	98.26681387499741	35.749347252140247	75.1875	81.5234375	85.125	91.0390625	104.8515625	137.375	16931.6328125	58362	62
6	24606592..26843552	strong-measured-jump	near_refined_lower_edge	24606592	0	artemisia_capacity_trial000_exec0014_plot0039_span00000000000024606592_seed16188199510642844760.tsv	4327ce000dd46c8571a614550d284317651babb247b721cdd7cd967237916602	1000000	256	105.12980761718767	34.028147454861077	75.765625	83.140625	87.9296875	96.3671875	113.8203125	157.03125	16730.109375	60352	62
6	24606592..26843552	strong-measured-jump	near_refined_upper_edge	26843552	0	artemisia_capacity_trial000_exec0027_plot0040_span00000000000026843552_seed09507336906218648125.tsv	1432f86debcdaa082c15a31ed59dc9a80c3db0f3b9c055d68285b3dd86ff68a7	1000000	256	109.33648872656394	51.138672482788763	75.53125	85.015625	90.625	100.890625	119.8515625	161.34375	33102.1171875	43419	62
6	24606592..26843552	strong-measured-jump	above_refined_interval	29080512	0	artemisia_capacity_trial000_exec0033_plot0042_span00000000000029080512_seed10505966174208577290.tsv	0a610740e06463ad58c22f73cc1e2d293d04b9536ebd103d601011ef991c32dd	1000000	256	107.98714396093786	38.085326344621826	68.65625	78.5078125	85.859375	100.71875	123.3125	163.234375	24780.40625	12277	62
data_end
