ece592_transition_analysis_format_version=1
source_processed_file=/mnt/ncsudrive/d/djariwa/ECE-592---Cache-Reverse-Engineering/data_processed/thunderbird/capacity/phase1_capacity_dense_transition_randomized_v1.tsv
source_processed_sha256=30d93ed3bf62ead182650ce7e049e0c0f90087b59cc2d491bf8b1502ea45ff9f
source_hostname=thunderbird.ece.ncsu.edu
source_isa=aarch64
source_timer_unit=generic-timer ticks
source_traversal=randomized-dependent-single-cycle
trial_count=2
maximum_repeat_count_per_working_set=4
comparison=adjacent_sorted_actual_span_points
central_value=median_of_repeat_medians
slope=log2(upper_median/lower_median)/log2(upper_span/lower_span)
rank=descending_upward_log2_latency_slope
cache_boundary_labels_assigned=false
timer_overhead_subtracted=false
analysis_script=/mnt/ncsudrive/d/djariwa/ECE-592---Cache-Reverse-Engineering/scripts/analyze_capacity_transitions.py
analysis_command=scripts/analyze_capacity_transitions.py --input data_processed/thunderbird/capacity/phase1_capacity_dense_transition_randomized_v1.tsv --output data_processed/thunderbird/capacity/phase1_capacity_dense_transition_candidates.tsv
analysis_working_directory=/mnt/ncsudrive/d/djariwa/ECE-592---Cache-Reverse-Engineering
python_version=3.9.25
data_begin
rank	interval_index	lower_span	upper_span	lower_plot_index	upper_plot_index	lower_median	upper_median	span_ratio	relative_increase	log2_latency_slope	trial_disagreement_fraction
35	0	52432	58984	0	1	0.0859375	0.0859375	1.1249618553555081	0	0	0
36	1	58984	65536	1	2	0.0859375	0.0859375	1.1110809711108096	0	0	0
15	2	65536	72088	2	3	0.0859375	0.095703125	1.0999755859375	0.11363636363636354	1.1295302785797074	0.020408163265306121
22	3	72088	78648	3	4	0.095703125	0.1015625	1.0909998890245256	0.061224489795918435	0.6822858933778525	0.020408163265306121
27	4	78648	85200	4	5	0.1015625	0.10546875	1.0833079035703388	0.038461538461538547	0.47164070692078042	0
25	5	85200	91752	5	6	0.10546875	0.109375	1.0769014084507043	0.037037037037036979	0.49087189827480293	0
32	6	91752	98304	6	7	0.109375	0.111328125	1.0714098875228877	0.017857142857142794	0.25660697329028215	0.017543859649122806
30	7	98304	104856	7	8	0.111328125	0.11328125	1.066650390625	0.017543859649122862	0.26954221020801156	0.017543859649122806
37	8	104856	109232	8	9	0.11328125	0.11328125	1.0417334248874648	0	0	0
28	9	109232	559248	9	10	0.11328125	0.205078125	5.1198183682437381	0.81034482758620685	0.36342566150239314	0.047619047619047616
42	10	559248	629152	10	11	0.205078125	0.1875	1.1249964237690613	-0.085714285714285743	-0.76084452078712106	0.047619047619047616
26	11	629152	699056	11	12	0.1875	0.197265625	1.1111082854381771	0.052083333333333259	0.48190302209766839	0.10891089108910891
7	12	699056	768960	12	13	0.197265625	0.248046875	1.0999977111991028	0.25742574257425743	2.4034323613915038	0.10891089108910891
44	13	768960	838864	13	14	0.248046875	0.224609375	1.0909071993341657	-0.094488188976378007	-1.1407351486850859	0.070866141732283464
51	14	838864	838872	14	15	0.224609375	0.220703125	1.0000095367067845	-0.017391304347826098	-1839.6699934998892	0.15044247787610621
4	15	838872	908776	15	16	0.220703125	0.306640625	1.0833309491793741	0.38938053097345127	4.1086444766135362	0.15044247787610621
49	16	908776	943720	16	17	0.306640625	0.275390625	1.0384517196756957	-0.10191082802547768	-2.8487524131350543	0.13375796178343949
23	17	943720	978680	17	18	0.275390625	0.28125	1.0370448861950579	0.021276595744680771	0.57878449298304424	0.125
8	18	978680	1048576	18	19	0.28125	0.330078125	1.0714186455225405	0.17361111111111116	2.3206298089331354	0.125
1	19	1048576	1048584	19	20	0.330078125	0.3828125	1.0000076293945312	0.15976331360946738	19427.034360143181	0.11242603550295859
50	20	1048584	1092272	20	21	0.3828125	0.283203125	1.0416638056655452	-0.26020408163265307	-7.3833040025428396	0.10344827586206896
5	21	1092272	1153432	21	22	0.283203125	0.33203125	1.0559933789385794	0.17241379310344818	2.919587053717752	0.10344827586206896
19	22	1153432	1258296	22	23	0.33203125	0.357421875	1.0909147656732257	0.076470588235294068	0.84682386702333035	0.047058823529411764
18	23	1258296	1363152	23	24	0.357421875	0.3828125	1.0833317438822025	0.071038251366120297	0.85741432756047098	0.030612244897959183
14	24	1363152	1468008	24	25	0.3828125	0.419921875	1.076921722595866	0.096938775510204023	1.2485153260709851	0.03255813953488372
13	25	1468008	1572864	25	26	0.419921875	0.46484375	1.071427403665375	0.10697674418604652	1.4731123508492296	0.03255813953488372
29	26	1572864	1677720	26	27	0.46484375	0.474609375	1.0666656494140625	0.021008403361344463	0.32214988085904628	0.025210084033613446
16	27	1677720	1747632	27	28	0.474609375	0.494140625	1.0416708389957801	0.041152263374485631	0.98780300392292997	0.019762845849802372
33	28	1747632	17895704	28	29	0.494140625	0.880859375	10.239972717368417	0.78260869565217384	0.24849680195274429	0.019955654101995565
21	29	17895704	20132664	29	30	0.880859375	0.962890625	1.1249998323620014	0.09312638580931254	0.75598278388712881	0.019955654101995565
3	30	20132664	22369624	30	31	0.962890625	1.626953125	1.1111109786563764	0.68965517241379315	4.9783835843883786	0.063625450180072027
53	31	22369624	22369632	31	32	1.626953125	1.318359375	1.000000357627826	-0.18967587034813926	-588100.1801324893	0.15555555555555556
38	32	22369632	24606592	32	33	1.318359375	1.31640625	1.0999998569489207	-0.001481481481481528	-0.015555337175765665	0.15555555555555556
2	33	24606592	25165832	33	34	1.31640625	1.58203125	1.0227272431712608	0.20178041543026715	8.178950389278711	0.064197530864197536
31	34	25165832	26843552	34	35	1.58203125	1.609375	1.0666665818956433	0.017283950617283939	0.26552054559989752	0.10922330097087378
34	35	26843552	27962032	35	37	1.609375	1.61328125	1.0416666169961413	0.0024271844660195274	0.059385791207193186	0.10922330097087378
9	36	27962032	29080512	37	38	1.61328125	1.75	1.0399999542236416	0.084745762711864403	2.0740502710105382	0.03125
45	37	29080512	30198992	38	39	1.75	1.666015625	1.03846149613872	-0.047991071428571397	-1.3031396710559082	0.031652989449003514
24	38	30198992	30758240	39	40	1.666015625	1.68359375	1.0185187638050965	0.010550996483001063	0.57199335677153507	0.031652989449003514
41	39	30758240	31317480	40	41	1.68359375	1.66796875	1.0181817945370086	-0.0092807424593968069	-0.5174729330795208	0.027842227378190254
12	40	31317480	33554432	41	42	1.66796875	1.8671875	1.0714282247486069	0.11943793911007017	1.6353464637283044	0.027196652719665274
52	41	33554432	33554440	42	43	1.8671875	1.787109375	1.0000002384185791	-0.042887029288702916	-183852.50497868742	0.077595628415300544
6	42	33554440	34952544	43	45	1.787109375	1.974609375	1.0416667362054024	0.10491803278688527	2.4440498745733312	0.077595628415300544
43	43	34952544	36350640	45	46	1.974609375	1.890625	1.0399998352051285	-0.042532146389713144	-1.1081722856814664	0.064049586776859499
48	44	36350640	36909880	46	47	1.890625	1.818359375	1.0153845984554879	-0.038223140495867725	-2.5526722580790699	0.064049586776859499
11	45	36909880	39146848	47	48	1.818359375	2.0234375	1.0606062116701545	0.11278195488721798	1.8161451181380537	0.011815252416756176
47	46	39146848	40265320	48	49	2.0234375	1.912109375	1.0285711891797777	-0.055019305019304965	-2.0088564477742912	0.021450459652706845
10	47	40265320	41943040	49	50	1.912109375	2.0703125	1.0416666252745539	0.082737487231869355	1.9472988247759757	0.021450459652706845
46	48	41943040	43620760	50	51	2.0703125	1.94921875	1.0399999618530273	-0.058490566037735836	-1.5367126784611407	0.0080160320641282558
17	49	43620760	46976208	51	52	1.94921875	2.091796875	1.0769231897839469	0.073146292585170247	0.95259244388388975	0.021475256769374416
39	50	46976208	50331648	52	53	2.091796875	2.05078125	1.0714284984432971	-0.019607843137254943	-0.28702453487414453	0.021475256769374416
20	51	50331648	53687096	53	54	2.05078125	2.15625	1.0666667620340984	0.051428571428571379	0.77705087330422185	0.016304347826086956
40	52	53687096	55924064	54	55	2.15625	2.12109375	1.0416667722165491	-0.016304347826086918	-0.40269187560368691	0.016304347826086956
data_end
