machine,working_set_bytes,footprint_bytes,node_spacing_bytes,traversal_order,N_per_batch,unit,n_samples,median,mean,sd,q1,q3,iqr,p5,p95,min,max,n_outliers,outlier_fraction,num_nodes,warmup_steps,warmup_laps,seed,migrated_excluded,logical_cpu,source_raw_file
charnwood,370688,370688,64,sequential,1000,TSC_ticks_per_access,1000000,27.298,51.659767643999984,517.5726800971975,21.916,28.238,6.321999999999999,19.716,28.756,17.95,20524.944,8451,0.008451,5792,10000,1.727,20260904,0,6,capacity_ws370688_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,524288,524288,64,sequential,1000,TSC_ticks_per_access,1000000,30.388,56.74574840400001,542.7801022369401,29.948,30.584,0.6359999999999992,19.736,31.518,19.33,27367.692,294369,0.294369,8192,10000,1.221,20260904,0,6,capacity_ws524288_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,741440,741440,64,sequential,1000,TSC_ticks_per_access,1000000,21.796,47.33513508000001,496.2167752401379,19.962,26.418,6.4559999999999995,19.8,30.72,19.498,20526.798,8809,0.008809,11585,11585,1.000,20260904,0,6,capacity_ws741440_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,1048576,1048576,64,sequential,1000,TSC_ticks_per_access,1000000,19.988,42.60433080800001,471.3091453677366,19.868,20.626,0.7580000000000027,19.75,28.65,19.44,34199.032,160584,0.160584,16384,16384,1.000,20260904,0,6,capacity_ws1048576_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,1482880,1482880,64,sequential,1000,TSC_ticks_per_access,1000000,28.71,57.904388728000015,548.329302410156,28.556,28.938,0.3819999999999979,22.378,32.572,18.924,20579.194,322401,0.322401,23170,23170,1.000,20260904,0,6,capacity_ws1482880_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,2097152,2097152,64,sequential,1000,TSC_ticks_per_access,1000000,20.102,42.374750296000016,468.7090462094279,19.956,20.752,0.7959999999999994,19.82,25.376,18.886,20509.432,185213,0.185213,32768,32768,1.000,20260904,0,6,capacity_ws2097152_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,2965760,2965760,64,sequential,1000,TSC_ticks_per_access,1000000,29.242,60.69020170000002,560.4473132699512,28.876,31.498,2.622,28.554,33.842,19.658,20550.732,24367,0.024367,46340,46340,1.000,20260904,0,6,capacity_ws2965760_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,4194304,4194304,64,sequential,1000,TSC_ticks_per_access,1000000,32.13,64.988188036,580.4655838504789,30.542,34.036,3.4939999999999998,28.986,35.342,19.652,20530.408,26416,0.026416,65536,65536,1.000,20260904,0,6,capacity_ws4194304_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,5931584,5931584,64,sequential,1000,TSC_ticks_per_access,1000000,28.673000000000002,60.10442459399999,557.2728614261807,25.502,34.688,9.186000000000003,23.816,36.384,20.146,20536.436,7845,0.007845,92681,92681,1.000,20260904,0,6,capacity_ws5931584_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,8388608,8388608,64,sequential,1000,TSC_ticks_per_access,1000000,38.242,73.32026462400003,615.2977481982864,37.544,38.95,1.406000000000006,25.022,40.186,22.086,20521.206,215863,0.215863,131072,131072,1.000,20260904,0,6,capacity_ws8388608_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,11863232,11863232,64,sequential,1000,TSC_ticks_per_access,1000000,36.352,73.45992650999997,615.8560687057206,35.872,36.838,0.9660000000000011,35.276,37.928,24.114,20529.944,56200,0.0562,185363,185363,1.000,20260904,0,6,capacity_ws11863232_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,16777216,16777216,64,sequential,1000,TSC_ticks_per_access,1000000,26.094,53.10612612400003,523.1757386209463,25.572,26.782,1.2100000000000009,24.958,28.634,23.662,20534.502,51180,0.05118,262144,262144,1.000,20260904,0,6,capacity_ws16777216_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,23726528,23726528,64,sequential,1000,TSC_ticks_per_access,1000000,35.812,65.11293754200003,579.0169450287631,26.588,36.81,10.222000000000001,25.436,38.072,24.328,20531.08,8076,0.008076,370727,370727,1.000,20260904,0,6,capacity_ws23726528_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,33554432,33554432,64,sequential,1000,TSC_ticks_per_access,1000000,25.924,52.462077279999995,519.5490945997133,25.47,26.396,0.9260000000000019,24.952,27.376,23.76,20553.706,32143,0.032143,524288,524288,1.000,20260904,0,6,capacity_ws33554432_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,47453120,47453120,64,sequential,1000,TSC_ticks_per_access,1000000,25.856,52.21781411600001,518.2879143191075,25.392,26.358,0.9660000000000011,24.934,27.372,24.214,20515.342,31334,0.031334,741455,741455,1.000,20260904,0,6,capacity_ws47453120_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,67108864,67108864,64,sequential,1000,TSC_ticks_per_access,1000000,25.994,52.565117456,519.4219422215477,25.538,26.484,0.9460000000000015,25.026,27.516,23.828,11585.088,34182,0.034182,1048576,1048576,1.000,20260904,0,6,capacity_ws67108864_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,94906240,94906240,64,sequential,1000,TSC_ticks_per_access,1000000,36.728,74.143792688,617.5671920317725,36.262,37.236,0.9739999999999966,35.67,38.372,24.562,17123.308,57945,0.057945,1482910,1482910,1.000,20260904,0,6,capacity_ws94906240_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,134217728,134217728,64,sequential,1000,TSC_ticks_per_access,1000000,25.904,52.430233098,520.6538381299557,25.436,26.396,0.9600000000000009,24.936,27.394,23.474,20511.858,31037,0.031037,2097152,2097152,1.000,20260904,0,6,capacity_ws134217728_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,189812480,189812480,64,sequential,1000,TSC_ticks_per_access,1000000,25.894,52.335768918,518.3288188392512,25.43,26.386,0.9559999999999995,24.944,27.388,23.676,13693.208,31331,0.031331,2965820,2965820,1.000,20260904,0,6,capacity_ws189812480_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,268435456,268435456,64,sequential,1000,TSC_ticks_per_access,1000000,26.07,53.522134784,527.1468744988632,25.554,26.708,1.154,24.96,30.78,23.6,20554.004,89950,0.08995,4194304,4194304,1.000,20260904,0,6,capacity_ws268435456_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,379625024,379625024,64,sequential,1000,TSC_ticks_per_access,1000000,36.61,74.02034183600001,618.7403571098189,36.14,37.112,0.9720000000000013,35.528,38.292,24.502,20535.796,62340,0.06234,5931641,5931641,1.000,20260904,0,6,capacity_ws379625024_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,536870912,536870912,64,sequential,1000,TSC_ticks_per_access,1000000,25.906,52.32246219000001,519.5132623711469,25.44,26.398,0.9579999999999984,24.934,27.42,23.56,20506.112,33064,0.033064,8388608,8388608,1.000,20260904,0,6,capacity_ws536870912_sp64_seq_charnwood_20260910-161412.csv.gz
