machine,working_set_bytes,footprint_bytes,node_spacing_bytes,traversal_order,N_per_batch,unit,n_samples,median,mean,sd,q1,q3,iqr,p5,p95,min,max,n_outliers,outlier_fraction,num_nodes,warmup_steps,warmup_laps,seed,migrated_excluded,logical_cpu,source_raw_file
charnwood,94906240,94906240,64,randomized,1000,TSC_ticks_per_access,1000000,391.594,782.8901316180003,1976.0924958155658,388.54,394.524,5.9839999999999804,353.996,433.25009999999986,298.138,20914.396,293323,0.293323,1482910,1482910,1.000,20260904,0,6,capacity_ws94906240_sp64_rand_charnwood_20260910-161412.csv.gz
charnwood,134217728,134217728,64,randomized,1000,TSC_ticks_per_access,1000000,400.866,755.8072356719997,1942.5343978844976,331.126,405.532,74.406,321.978,436.0880999999999,305.612,20969.364,37125,0.037125,2097152,2097152,1.000,20260904,0,6,capacity_ws134217728_sp64_rand_charnwood_20260910-161412.csv.gz
charnwood,189812480,189812480,64,randomized,1000,TSC_ticks_per_access,1000000,411.776,832.389183026,2042.4055482821987,409.682,414.566,4.883999999999958,406.614,441.358,316.458,20982.594,154465,0.154465,2965820,2965820,1.000,20260904,0,6,capacity_ws189812480_sp64_rand_charnwood_20260910-161412.csv.gz
charnwood,268435456,268435456,64,randomized,1000,TSC_ticks_per_access,1000000,335.174,677.1890540859997,1839.4815108520238,333.052,338.7425,5.690499999999986,330.284,362.00009999999986,315.198,20883.858,129403,0.129403,4194304,4194304,1.000,20260904,0,6,capacity_ws268435456_sp64_rand_charnwood_20260910-161412.csv.gz
charnwood,379625024,379625024,64,randomized,1000,TSC_ticks_per_access,1000000,437.116,904.1850594879996,2117.8676163226114,429.068,466.7525,37.684500000000014,410.278,584.258,328.702,21140.174,130040,0.13004,5931641,5931641,1.000,20260904,0,6,capacity_ws379625024_sp64_rand_charnwood_20260910-161412.csv.gz
charnwood,536870912,536870912,64,randomized,1000,TSC_ticks_per_access,1000000,398.02700000000004,814.5446377039998,2013.9409963981502,381.972,418.662,36.69,369.008,598.5385999999992,336.606,21332.858,81280,0.08128,8388608,8388608,1.000,20260904,0,6,capacity_ws536870912_sp64_rand_charnwood_20260910-161412.csv.gz
charnwood,4096,4096,64,sequential,1000,TSC_ticks_per_access,1000000,15.972,32.127101708,410.27970526845206,15.942,16.0,0.05799999999999983,15.12,16.176,10.91,20516.436,240750,0.24075,64,10000,156.250,20260904,0,6,capacity_ws4096_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,5760,5760,64,sequential,1000,TSC_ticks_per_access,1000000,16.922,34.229242149999976,423.9711124554907,16.898,16.958,0.05999999999999872,16.862,17.282,10.98,20540.1,196676,0.196676,90,10000,111.111,20260904,0,6,capacity_ws5760_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,8192,8192,64,sequential,1000,TSC_ticks_per_access,1000000,15.138,29.219432486000006,390.50790336253243,12.714,15.97,3.2560000000000002,11.132,16.104,10.598,27327.352,5469,0.005469,128,10000,78.125,20260904,0,6,capacity_ws8192_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,11584,11584,64,sequential,1000,TSC_ticks_per_access,1000000,15.132,28.663831172000013,386.4168086345307,11.978,15.972,3.9939999999999998,11.052,16.12,10.848,20530.474,5093,0.005093,181,10000,55.249,20260904,0,6,capacity_ws11584_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,16384,16384,64,sequential,1000,TSC_ticks_per_access,1000000,11.066,22.45587243599999,342.01224041017497,11.05,11.088,0.03799999999999848,11.028,11.324,10.512,20511.39,172222,0.172222,256,10000,39.062,20260904,0,6,capacity_ws16384_sp64_seq_charnwood_20260910-161412.csv.gz
charnwood,23168,23168,64,sequential,1000,TSC_ticks_per_access,1000000,11.298,22.85537047799999,345.44935338573606,11.2,11.346,0.1460000000000008,11.054,11.6,10.504,27319.854,76994,0.076994,362,10000,27.624,20260904,0,6,capacity_ws23168_sp64_seq_charnwood_20260910-161412.csv.gz
