machine,working_set_bytes,footprint_bytes,node_spacing_bytes,traversal_order,N_per_batch,unit,n_samples,median,mean,sd,q1,q3,iqr,p5,p95,min,max,n_outliers,outlier_fraction,num_nodes,warmup_steps,warmup_laps,seed,migrated_excluded,logical_cpu,source_raw_file
sunbird,189812480,189812480,64,randomized,1000,TSC_ticks_per_access,1000000,214.256,214.74359652799993,2.795685773956239,213.264,215.316,2.0519999999999925,211.748,221.4,206.564,612.844,91453,0.091453,2965820,2965820,1.000,20260904,0,4125,capacity_ws189812480_sp64_rand_sunbird_20260910-021306.csv.gz
sunbird,268435456,268435456,64,randomized,1000,TSC_ticks_per_access,1000000,215.124,215.639497612,2.970508376900882,214.152,216.208,2.0560000000000116,212.72,222.232,207.836,726.828,90575,0.090575,4194304,4194304,1.000,20260904,0,4125,capacity_ws268435456_sp64_rand_sunbird_20260910-021306.csv.gz
sunbird,379625024,379625024,64,randomized,1000,TSC_ticks_per_access,1000000,215.748,216.2717361560001,3.0173563602163,214.752,216.864,2.1119999999999948,213.324,222.884,208.7,722.508,89262,0.089262,5931641,5931641,1.000,20260904,0,4125,capacity_ws379625024_sp64_rand_sunbird_20260910-021306.csv.gz
sunbird,536870912,536870912,64,randomized,1000,TSC_ticks_per_access,1000000,216.184,216.7270140880001,3.2451441017091636,215.196,217.32,2.1239999999999952,213.796,223.384,207.592,720.492,89239,0.089239,8388608,8388608,1.000,20260904,0,4125,capacity_ws536870912_sp64_rand_sunbird_20260910-021306.csv.gz
sunbird,4096,4096,64,sequential,1000,TSC_ticks_per_access,1000000,10.1,10.144782341999996,0.5061458270702164,10.096,10.1,0.0039999999999995595,10.096,10.1,10.068,54.196,17585,0.017585,64,10000,156.250,20260904,0,4125,capacity_ws4096_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,5760,5760,64,sequential,1000,TSC_ticks_per_access,1000000,10.096,10.144273155000004,0.5113461190389534,10.096,10.096,0.0,10.096,10.1,10.072,49.3,188487,0.188487,90,10000,111.111,20260904,0,4125,capacity_ws5760_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,8192,8192,64,sequential,1000,TSC_ticks_per_access,1000000,10.096,10.141187222000001,0.5079012042233765,10.092,10.1,0.007999999999999119,10.076,10.108,10.072,53.056,135925,0.135925,128,10000,78.125,20260904,0,4125,capacity_ws8192_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,11584,11584,64,sequential,1000,TSC_ticks_per_access,1000000,10.096,10.142225127999996,0.502100696899032,10.096,10.1,0.0039999999999995595,10.088,10.104,10.072,53.268,184094,0.184094,181,10000,55.249,20260904,0,4125,capacity_ws11584_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,16384,16384,64,sequential,1000,TSC_ticks_per_access,1000000,10.096,10.169078380000002,0.7061396199121941,10.092,10.1,0.007999999999999119,10.076,10.108,10.072,75.033,143179,0.143179,256,10000,39.062,20260904,0,4125,capacity_ws16384_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,23168,23168,64,sequential,1000,TSC_ticks_per_access,1000000,10.1,10.185285034,0.5436534920229411,10.096,10.196,0.09999999999999964,10.088,10.208,10.068,53.066,14517,0.014517,362,10000,27.624,20260904,0,4125,capacity_ws23168_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,32768,32768,64,sequential,1000,TSC_ticks_per_access,1000000,10.576,10.62874189900001,0.6266841897095756,10.556,10.592,0.036000000000001364,10.504,10.612,10.384,54.24,62715,0.062715,512,10000,19.531,20260904,0,4125,capacity_ws32768_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,46336,46336,64,sequential,1000,TSC_ticks_per_access,1000000,14.764,14.831196178999997,0.6195036845795311,14.708,14.828,0.11999999999999922,14.648,14.956,14.528,56.555,29571,0.029571,724,10000,13.812,20260904,0,4125,capacity_ws46336_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,65536,65536,64,sequential,1000,TSC_ticks_per_access,1000000,14.82,14.888661468,0.6221243802880817,14.756,14.896,0.14000000000000057,14.68,15.036,14.572,57.464,23283,0.023283,1024,10000,9.766,20260904,0,4125,capacity_ws65536_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,92672,92672,64,sequential,1000,TSC_ticks_per_access,1000000,14.876,14.941987369000003,0.6387448036723131,14.808,14.952,0.14400000000000013,14.724,15.08,14.548,81.844,19334,0.019334,1448,10000,6.906,20260904,0,4125,capacity_ws92672_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,131072,131072,64,sequential,1000,TSC_ticks_per_access,1000000,14.9,14.966783442000004,0.6247136384566634,14.828,14.98,0.15200000000000102,14.74,15.116,14.568,70.559,19616,0.019616,2048,10000,4.883,20260904,0,4125,capacity_ws131072_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,131072,131072,64,sequential,1000,TSC_ticks_per_access,1000000,14.904,37.83249032799999,952.535732203135,14.836,14.984,0.1479999999999997,14.756,15.128,14.572,62560.976,21785,0.021785,2048,10000,4.883,20260904,0,4,capacity_ws131072_sp64_seq_sunbird_20260910-032936.csv.gz
sunbird,185344,185344,64,sequential,1000,TSC_ticks_per_access,1000000,15.256,15.319380478999994,0.6527083532810999,15.164,15.352,0.1880000000000006,15.044,15.492,14.788,65.875,15697,0.015697,2896,10000,3.453,20260904,0,4125,capacity_ws185344_sp64_seq_sunbird_20260910-021306.csv.gz
sunbird,262144,262144,64,sequential,1000,TSC_ticks_per_access,1000000,15.28,15.373772838999994,0.7076215599592429,15.188,15.388,0.1999999999999993,15.076,15.576,14.816,61.004,30449,0.030449,4096,10000,2.441,20260904,0,4125,capacity_ws262144_sp64_seq_sunbird_20260910-021306.csv.gz
